0 I 6826 <6825, 5> <6827, 5>
6350  L 8646 6350 <8645, 4> <8647, 4>
6352  L 8647 6352 <8646, 4> <8648, 4>
6353  L 8648 6353 <8647, 4> <8649, 2>
6354  L 8649 6354 <8648, 2> <8650, 5>
6355  L 8650 6355 <8649, 5> <8651, 6>
6356  L 8651 6356 <8650, 6> <8652, 5>
6358  L 8652 6358 <8651, 5> <8653, 6>
6359  L 8653 6359 <8652, 6> <8654, 2>
6360  L 8654 6360 <8653, 2> <8655, 5>
6361  L 8655 6361 <8654, 5> <8656, 4>
6363  L 8656 6363 <8655, 4> <8657, 3>
6365  L 8657 6365 <8656, 3> <8658, 1>
6366  L 8658 6366 <8657, 1> <8659, 4>
6367  L 8659 6367 <8658, 4> <8660, 3>
6368  L 8660 6368 <8659, 3> <8661, 5>
6369  L 8661 6369 <8660, 5> <8662, 3>
6371  L 8662 6371 <8661, 3> <8663, 4>
6373  L 8663 6373 <8662, 4> <8664, 1>
6375  L 8664 6375 <8663, 1> <8665, 5>
6376  L 8665 6376 <8664, 5> <8666, 1>
6378  L 8666 6378 <8665, 1> <8667, 3>
6380  L 8667 6380 <8666, 3> <8668, 6>
6382  L 8668 6382 <8667, 6> <8669, 4>
6383  L 8669 6383 <8668, 4> <8670, 1>
6384  L 8670 6384 <8669, 1> <8671, 3>
6386  L 8671 6386 <8670, 3> <8672, 4>
6388  L 8672 6388 <8671, 4> <8673, 5>
6390  L 8673 6390 <8672, 5> <8674, 4>
6391  L 8674 6391 <8673, 4> <8675, 3>
6393  L 8675 6393 <8674, 3> <8676, 4>
6394  L 8676 6394 <8675, 4> <8677, 4>
6396  L 8677 6396 <8676, 4> <8678, 2>
6398  L 8678 6398 <8677, 2> <8679, 4>
6400  L 8679 6400 <8678, 4> <8680, 3>
6402  L 8680 6402 <8679, 3> <8681, 2>
6403  L 8681 6403 <8680, 2> <8682, 4>
6405  L 8682 6405 <8681, 4> <8683, 3>
6407  L 8683 6407 <8682, 3> <8684, 4>
6408  L 8684 6408 <8683, 4> <8685, 2>
6410  L 8685 6410 <8684, 2> <8686, 4>
6412  L 8686 6412 <8685, 4> <8687, 1>
6413  L 8687 6413 <8686, 1> <8688, 2>
6414  L 8688 6414 <8687, 2> <8689, 1>
6416  L 8689 6416 <8688, 1> <8690, 3>
6417  L 8690 6417 <8689, 3> <8691, 5>
6419  L 8691 6419 <8690, 5> <8692, 2>
6421  L 8692 6421 <8691, 2> <8693, 5>
6422  L 8693 6422 <8692, 5> <8694, 6>
6424  L 8694 6424 <8693, 6> <8695, 5>
6426  L 8695 6426 <8694, 5> <8696, 5>
6428  L 8696 6428 <8695, 5> <8697, 1>
6429  L 8697 6429 <8696, 1> <8698, 5>
6431  L 8698 6431 <8697, 5> <8699, 2>
6432  L 8699 6432 <8698, 2> <8700, 3>
6434  L 8700 6434 <8699, 3> <8701, 3>
6436  L 8701 6436 <8700, 3> <8702, 3>
6438  L 8702 6438 <8701, 3> <8703, 5>
6440  L 8703 6440 <8702, 5> <8704, 1>
6442  L 8704 6442 <8703, 1> <8705, 6>
6443  L 8705 6443 <8704, 6> <8706, 4>
6445  L 8706 6445 <8705, 4> <8707, 4>
6446  L 8707 6446 <8706, 4> <8708, 2>
6448  L 8708 6448 <8707, 2> <8709, 5>
6449  L 8709 6449 <8708, 5> <8710, 2>
6451  L 8710 6451 <8709, 2> <8711, 5>
6452  L 8711 6452 <8710, 5> <8712, 2>
6453  L 8712 6453 <8711, 2> <8713, 2>
6455  L 8713 6455 <8712, 2> <8714, 2>
6456  L 8714 6456 <8713, 2> <8715, 2>
6458  L 8715 6458 <8714, 2> <8716, 5>
6459  L 8716 6459 <8715, 5> <8717, 1>
6461  L 8717 6461 <8716, 1> <8718, 3>
6462  L 8718 6462 <8717, 3> <8719, 1>
6464  L 8719 6464 <8718, 1> <8720, 2>
6466  L 8720 6466 <8719, 2> <8721, 1>
6468  L 8721 6468 <8720, 1> <8722, 4>
6469  L 8722 6469 <8721, 4> <8723, 1>
6471  L 8723 6471 <8722, 1> <8724, 3>
6472  L 8724 6472 <8723, 3> <8725, 1>
6474  L 8725 6474 <8724, 1> <8726, 5>
6476  L 8726 6476 <8725, 5> <8727, 2>
6477  L 8727 6477 <8726, 2> <8728, 6>
6478  L 8728 6478 <8727, 6> <8729, 1>
6480  L 8729 6480 <8728, 1> <8730, 1>
6482  L 8730 6482 <8729, 1> <8731, 6>
6483  L 8731 6483 <8730, 6> <8732, 4>
6484  L 8732 6484 <8731, 4> <8733, 3>
6486  L 8733 6486 <8732, 3> <8734, 2>
6488  L 8734 6488 <8733, 2> <8735, 4>
6490  L 8735 6490 <8734, 4> <8736, 3>
6491  L 8736 6491 <8735, 3> <8737, 1>
6492  L 8737 6492 <8736, 1> <8738, 3>
6493  L 8738 6493 <8737, 3> <8739, 5>
6495  L 8739 6495 <8738, 5> <8740, 4>
6497  L 8740 6497 <8739, 4> <8741, 2>
6499  L 8741 6499 <8740, 2> <8742, 3>
6501  L 8742 6501 <8741, 3> <8743, 2>
6503  L 8743 6503 <8742, 2> <8744, 5>
6504  L 8744 6504 <8743, 5> <8745, 3>
6505  L 8745 6505 <8744, 3> <8746, 4>
6506  L 8746 6506 <8745, 4> <8747, 1>
6508  L 8747 6508 <8746, 1> <8748, 1>
6510  L 8748 6510 <8747, 1> <8749, 5>
6512  L 8749 6512 <8748, 5> <8750, 3>
6514  L 8750 6514 <8749, 3> <8751, 2>
6516  L 8751 6516 <8750, 2> <8752, 3>
6517  L 8752 6517 <8751, 3> <8753, 3>
6519  L 8753 6519 <8752, 3> <8754, 1>
6520  L 8754 6520 <8753, 1> <8755, 2>
6521  L 8755 6521 <8754, 2> <8756, 3>
6522  L 8756 6522 <8755, 3> <8757, 4>
6523  L 8757 6523 <8756, 4> <8758, 5>
6525  L 8758 6525 <8757, 5> <8759, 6>
6527  L 8759 6527 <8758, 6> <8760, 6>
6528  L 8760 6528 <8759, 6> <8761, 2>
6529  L 8761 6529 <8760, 2> <8762, 1>
6530  L 8762 6530 <8761, 1> <8763, 5>
6531  L 8763 6531 <8762, 5> <8764, 5>
6533  L 8764 6533 <8763, 5> <8765, 5>
6534  L 8765 6534 <8764, 5> <8766, 4>
6536  L 8766 6536 <8765, 4> <8767, 5>
6538  L 8767 6538 <8766, 5> <8768, 1>
6540  L 8768 6540 <8767, 1> <8769, 3>
6541  L 8769 6541 <8768, 3> <8770, 6>
6542  L 8770 6542 <8769, 6> <8771, 3>
6543  L 8771 6543 <8770, 3> <8772, 4>
6544  L 8772 6544 <8771, 4> <8773, 2>
6545  L 8773 6545 <8772, 2> <8774, 2>
6546  L 8774 6546 <8773, 2> <8775, 5>
6548  L 8775 6548 <8774, 5> <8776, 3>
6550  L 8776 6550 <8775, 3> <8777, 4>
6551  L 8777 6551 <8776, 4> <8778, 5>
6552  L 8778 6552 <8777, 5> <8779, 2>
6554  L 8779 6554 <8778, 2> <8780, 2>
6555  L 8780 6555 <8779, 2> <8781, 1>
6557  L 8781 6557 <8780, 1> <8782, 5>
6559  L 8782 6559 <8781, 5> <8783, 6>
6560  L 8783 6560 <8782, 6> <8784, 5>
6562  L 8784 6562 <8783, 5> <8785, 2>
6564  L 8785 6564 <8784, 2> <8786, 1>
6565  L 8786 6565 <8785, 1> <8787, 2>
6566  L 8787 6566 <8786, 2> <8788, 1>
6568  L 8788 6568 <8787, 1> <8789, 3>
6569  L 8789 6569 <8788, 3> <8790, 4>
6570  L 8790 6570 <8789, 4> <8791, 4>
6571  L 8791 6571 <8790, 4> <8792, 5>
6573  L 8792 6573 <8791, 5> <8793, 5>
6574  L 8793 6574 <8792, 5> <8794, 1>
6576  L 8794 6576 <8793, 1> <8795, 1>
6577  L 8795 6577 <8794, 1> <8796, 5>
6578  L 8796 6578 <8795, 5> <8797, 5>
6579  L 8797 6579 <8796, 5> <8798, 1>
6580  L 8798 6580 <8797, 1> <8799, 5>
6582  L 8799 6582 <8798, 5> <8800, 3>
6583  L 8800 6583 <8799, 3> <8801, 2>
6584  L 8801 6584 <8800, 2> <8802, 5>
6586  L 8802 6586 <8801, 5> <8803, 3>
6587  L 8803 6587 <8802, 3> <8804, 2>
6589  L 8804 6589 <8803, 2> <8805, 5>
6590  L 8805 6590 <8804, 5> <8806, 4>
6591  L 8806 6591 <8805, 4> <8807, 6>
6592  L 8807 6592 <8806, 6> <8808, 2>
6593  L 8808 6593 <8807, 2> <8809, 2>
6594  L 8809 6594 <8808, 2> <8810, 1>
6595  L 8810 6595 <8809, 1> <8811, 4>
6596  L 8811 6596 <8810, 4> <8812, 1>
6598  L 8812 6598 <8811, 1> <8813, 2>
6599  L 8813 6599 <8812, 2> <8814, 2>
6600  L 8814 6600 <8813, 2> <8815, 3>
6601  L 8815 6601 <8814, 3> <8816, 4>
6602  L 8816 6602 <8815, 4> <8817, 1>
6604  L 8817 6604 <8816, 1> <8818, 1>
6605  L 8818 6605 <8817, 1> <8819, 6>
6606  L 8819 6606 <8818, 6> <8820, 6>
6608  L 8820 6608 <8819, 6> <8821, 2>
6609  L 8821 6609 <8820, 2> <8822, 3>
6610  L 8822 6610 <8821, 3> <8823, 1>
6611  L 8823 6611 <8822, 1> <8824, 4>
6613  L 8824 6613 <8823, 4> <8825, 6>
6614  L 8825 6614 <8824, 6> <8826, 5>
6616  L 8826 6616 <8825, 5> <8827, 6>
6617  L 8827 6617 <8826, 6> <8828, 1>
6618  L 8828 6618 <8827, 1> <8829, 4>
6620  L 8829 6620 <8828, 4> <8830, 4>
6621  L 8830 6621 <8829, 4> <8831, 4>
6622  L 8831 6622 <8830, 4> <8832, 5>
6623  L 8832 6623 <8831, 5> <8833, 4>
6624  L 8833 6624 <8832, 4> <8834, 4>
6626  L 8834 6626 <8833, 4> <8835, 6>
6627  L 8835 6627 <8834, 6> <8836, 3>
6628  L 8836 6628 <8835, 3> <8837, 5>
6630  L 8837 6630 <8836, 5> <8838, 5>
6631  L 8838 6631 <8837, 5> <8839, 2>
6632  L 8839 6632 <8838, 2> <8840, 5>
6634  L 8840 6634 <8839, 5> <8841, 5>
6636  L 8841 6636 <8840, 5> <8842, 2>
6637  L 8842 6637 <8841, 2> <8843, 1>
6639  L 8843 6639 <8842, 1> <8844, 3>
6641  L 8844 6641 <8843, 3> <8845, 5>
6642  L 8845 6642 <8844, 5> <8846, 1>
6644  L 8846 6644 <8845, 1> <8847, 4>
6646  L 8847 6646 <8846, 4> <8848, 6>
6648  L 8848 6648 <8847, 6> <8849, 1>
6649  L 8849 6649 <8848, 1> <8850, 4>
6651  L 8850 6651 <8849, 4> <8851, 2>
6652  L 8851 6652 <8850, 2> <8852, 5>
6653  L 8852 6653 <8851, 5> <8853, 5>
6654  L 8853 6654 <8852, 5> <8854, 1>
6656  L 8854 6656 <8853, 1> <8855, 2>
6657  L 8855 6657 <8854, 2> <8856, 3>
6659  L 8856 6659 <8855, 3> <8857, 6>
6661  L 8857 6661 <8856, 6> <8858, 6>
6662  L 8858 6662 <8857, 6> <8859, 4>
6663  L 8859 6663 <8858, 4> <8860, 2>
6664  L 8860 6664 <8859, 2> <8861, 3>
6666  L 8861 6666 <8860, 3> <8862, 5>
6668  L 8862 6668 <8861, 5> <8863, 4>
6670  L 8863 6670 <8862, 4> <8864, 1>
6671  L 8864 6671 <8863, 1> <8865, 4>
6672  L 8865 6672 <8864, 4> <8866, 1>
6674  L 8866 6674 <8865, 1> <8867, 1>
6675  L 8867 6675 <8866, 1> <8868, 1>
6676  L 8868 6676 <8867, 1> <8869, 5>
6678  L 8869 6678 <8868, 5> <8870, 5>
6679  L 8870 6679 <8869, 5> <8871, 3>
6680  L 8871 6680 <8870, 3> <8872, 3>
6681  L 8872 6681 <8871, 3> <8873, 5>
6682  L 8873 6682 <8872, 5> <8874, 4>
6684  L 8874 6684 <8873, 4> <8875, 5>
6686  L 8875 6686 <8874, 5> <8876, 1>
6688  L 8876 6688 <8875, 1> <8877, 1>
6690  L 8877 6690 <8876, 1> <8878, 1>
6692  L 8878 6692 <8877, 1> <8879, 3>
6693  L 8879 6693 <8878, 3> <8880, 2>
6694  L 8880 6694 <8879, 2> <8881, 5>
6696  L 8881 6696 <8880, 5> <8882, 3>
6698  L 8882 6698 <8881, 3> <8883, 5>
6699  L 8883 6699 <8882, 5> <8884, 1>
6701  L 8884 6701 <8883, 1> <8885, 2>
6702  L 8885 6702 <8884, 2> <8886, 2>
6703  L 8886 6703 <8885, 2> <8887, 5>
6705  L 8887 6705 <8886, 5> <8888, 3>
6707  L 8888 6707 <8887, 3> <8889, 2>
6708  L 8889 6708 <8888, 2> <8890, 3>
6709  L 8890 6709 <8889, 3> <8891, 4>
6710  L 8891 6710 <8890, 4> <8892, 5>
6712  L 8892 6712 <8891, 5> <8893, 4>
6713  L 8893 6713 <8892, 4> <8894, 4>
6714  L 8894 6714 <8893, 4> <8895, 5>
6715  L 8895 6715 <8894, 5> <8896, 3>
6717  L 8896 6717 <8895, 3> <8897, 4>
6718  L 8897 6718 <8896, 4> <8898, 6>
6720  L 8898 6720 <8897, 6> <8899, 2>
6722  L 8899 6722 <8898, 2> <8900, 1>
6723  L 8900 6723 <8899, 1> <8901, 2>
6724  L 8901 6724 <8900, 2> <8902, 6>
6725  L 8902 6725 <8901, 6> <8903, 5>
6726  L 8903 6726 <8902, 5> <8904, 3>
6727  L 8904 6727 <8903, 3> <8905, 5>
6728  L 8905 6728 <8904, 5> <8906, 2>
6730  L 8906 6730 <8905, 2> <8907, 5>
6732  L 8907 6732 <8906, 5> <8908, 5>
6734  L 8908 6734 <8907, 5> <8909, 4>
6735  L 8909 6735 <8908, 4> <8910, 4>
6736  L 8910 6736 <8909, 4> <8911, 4>
6738  L 8911 6738 <8910, 4> <8912, 4>
6739  L 8912 6739 <8911, 4> <8913, 5>
6741  L 8913 6741 <8912, 5> <8914, 2>
6742  L 8914 6742 <8913, 2> <8915, 6>
6744  L 8915 6744 <8914, 6> <8916, 5>
6746  L 8916 6746 <8915, 5> <8917, 1>
6747  L 8917 6747 <8916, 1> <8918, 2>
6749  L 8918 6749 <8917, 2> <8919, 4>
6750  L 8919 6750 <8918, 4> <8920, 5>
6752  L 8920 6752 <8919, 5> <8921, 5>
6754  L 8921 6754 <8920, 5> <8922, 1>
6756  L 8922 6756 <8921, 1> <8923, 5>
6757  L 8923 6757 <8922, 5> <8924, 2>
6759  L 8924 6759 <8923, 2> <8925, 2>
6760  L 8925 6760 <8924, 2> <8926, 3>
6761  L 8926 6761 <8925, 3> <8927, 3>
6762  L 8927 6762 <8926, 3> <8928, 4>
6764  L 8928 6764 <8927, 4> <8929, 3>
6766  L 8929 6766 <8928, 3> <8930, 6>
6767  L 8930 6767 <8929, 6> <8931, 2>
6769  L 8931 6769 <8930, 2> <8932, 2>
6771  L 8932 6771 <8931, 2> <8933, 5>
6772  L 8933 6772 <8932, 5> <8934, 2>
6773  L 8934 6773 <8933, 2> <8935, 6>
6775  L 8935 6775 <8934, 6> <8936, 2>
6777  L 8936 6777 <8935, 2> <8937, 4>
6778  L 8937 6778 <8936, 4> <8938, 6>
6779  L 8938 6779 <8937, 6> <8939, 5>
6781  L 8939 6781 <8938, 5> <8940, 2>
6782  L 8940 6782 <8939, 2> <8941, 1>
6784  L 8941 6784 <8940, 1> <8942, 2>
6786  L 8942 6786 <8941, 2> <8943, 4>
6787  L 8943 6787 <8942, 4> <8944, 2>
6789  L 8944 6789 <8943, 2> <8945, 2>
6791  L 8945 6791 <8944, 2> <8946, 2>
6792  L 8946 6792 <8945, 2> <8947, 1>
6793  L 8947 6793 <8946, 1> <8948, 2>
6794  L 8948 6794 <8947, 2> <8949, 2>
6796  L 8949 6796 <8948, 2> <8950, 3>
6797  L 8950 6797 <8949, 3> <8951, 4>
6798  L 8951 6798 <8950, 4> <8952, 3>
6799  L 8952 6799 <8951, 3> <8953, 3>
6801  L 8953 6801 <8952, 3> <8954, 4>
6802  L 8954 6802 <8953, 4> <8955, 5>
6803  L 8955 6803 <8954, 5> <8956, 1>
6804  L 8956 6804 <8955, 1> <8957, 3>
6805  L 8957 6805 <8956, 3> <8958, 4>
6807  L 8958 6807 <8957, 4> <8959, 4>
6809  L 8959 6809 <8958, 4> <8960, 5>
6811  L 8960 6811 <8959, 5> <8961, 4>
6812  L 8961 6812 <8960, 4> <8962, 4>
6814  L 8962 6814 <8961, 4> <8963, 2>
6815  L 8963 6815 <8962, 2> <8964, 5>
6816  L 8964 6816 <8963, 5> <8965, 2>
6817  L 8965 6817 <8964, 2> <8966, 5>
6818  L 8966 6818 <8965, 5> <8967, 4>
6819  L 8967 6819 <8966, 4> <8968, 1>
6821  L 8968 6821 <8967, 1> <8969, 1>
6823  L 8969 6823 <8968, 1> <8970, 1>
6825  L 8970 6825 <8969, 1> <8971, 2>
6826  L 8971 6826 <8970, 2> <8972, 4>
6827  L 8972 6827 <8971, 4> <8973, 4>
6828  L 8973 6828 <8972, 4> <8974, 3>
6830  L 8974 6830 <8973, 3> <8975, 4>
6831  L 8975 6831 <8974, 4> <8976, 4>
6832  L 8976 6832 <8975, 4> <8977, 4>
6834  L 8977 6834 <8976, 4> <8978, 3>
6836  L 8978 6836 <8977, 3> <8979, 3>
6837  L 8979 6837 <8978, 3> <8980, 4>
6839  L 8980 6839 <8979, 4> <8981, 4>
6840  L 8981 6840 <8980, 4> <8982, 1>
6842  L 8982 6842 <8981, 1> <8983, 3>
6844  L 8983 6844 <8982, 3> <8984, 4>
6845  L 8984 6845 <8983, 4> <8985, 5>
6847  L 8985 6847 <8984, 5> <8986, 2>
6849  L 8986 6849 <8985, 2> <8987, 4>
6851  L 8987 6851 <8986, 4> <8988, 6>
6852  L 8988 6852 <8987, 6> <8989, 4>
6854  L 8989 6854 <8988, 4> <8990, 2>
6856  L 8990 6856 <8989, 2> <8991, 5>
6857  L 8991 6857 <8990, 5> <8992, 4>
6859  L 8992 6859 <8991, 4> <8993, 1>
6860  L 8993 6860 <8992, 1> <8994, 1>
6862  L 8994 6862 <8993, 1> <8995, 3>
6863  L 8995 6863 <8994, 3> <8996, 3>
6864  L 8996 6864 <8995, 3> <8997, 5>
6865  L 8997 6865 <8996, 5> <8998, 5>
6867  L 8998 6867 <8997, 5> <8999, 1>
6869  L 8999 6869 <8998, 1> <9000, 4>
6870  L 9000 6870 <8999, 4> <9001, 3>
6872  L 9001 6872 <9000, 3> <9002, 4>
6874  L 9002 6874 <9001, 4> <9003, 5>
6876  L 9003 6876 <9002, 5> <9004, 2>
6877  L 9004 6877 <9003, 2> <9005, 6>
6878  L 9005 6878 <9004, 6> <9006, 5>
6880  L 9006 6880 <9005, 5> <9007, 2>
6882  L 9007 6882 <9006, 2> <9008, 4>
6883  L 9008 6883 <9007, 4> <9009, 3>
6885  L 9009 6885 <9008, 3> <9010, 4>
6886  L 9010 6886 <9009, 4> <9011, 3>
6888  L 9011 6888 <9010, 3> <9012, 6>
6889  L 9012 6889 <9011, 6> <9013, 2>
6891  L 9013 6891 <9012, 2> <9014, 4>
6892  L 9014 6892 <9013, 4> <9015, 6>
6893  L 9015 6893 <9014, 6> <9016, 3>
6894  L 9016 6894 <9015, 3> <9017, 4>
6896  L 9017 6896 <9016, 4> <9018, 2>
6897  L 9018 6897 <9017, 2> <9019, 4>
6899  L 9019 6899 <9018, 4> <9020, 2>
6900  L 9020 6900 <9019, 2> <9021, 5>
6901  L 9021 6901 <9020, 5> <9022, 4>
6903  L 9022 6903 <9021, 4> <9023, 5>
6905  L 9023 6905 <9022, 5> <9024, 4>
6906  L 9024 6906 <9023, 4> <9025, 1>
6907  L 9025 6907 <9024, 1> <9026, 3>
6908  L 9026 6908 <9025, 3> <9027, 1>
6910  L 9027 6910 <9026, 1> <9028, 1>
6911  L 9028 6911 <9027, 1> <9029, 3>
6912  L 9029 6912 <9028, 3> <9030, 4>
6914  L 9030 6914 <9029, 4> <9031, 2>
6915  L 9031 6915 <9030, 2> <9032, 5>
6917  L 9032 6917 <9031, 5> <9033, 5>
6918  L 9033 6918 <9032, 5> <9034, 4>
6920  L 9034 6920 <9033, 4> <9035, 3>
6922  L 9035 6922 <9034, 3> <9036, 2>
6923  L 9036 6923 <9035, 2> <9037, 3>
6925  L 9037 6925 <9036, 3> <9038, 5>
6926  L 9038 6926 <9037, 5> <9039, 1>
6927  L 9039 6927 <9038, 1> <9040, 5>
6929  L 9040 6929 <9039, 5> <9041, 5>
6931  L 9041 6931 <9040, 5> <9042, 5>
6933  L 9042 6933 <9041, 5> <9043, 3>
6934  L 9043 6934 <9042, 3> <9044, 3>
6935  L 9044 6935 <9043, 3> <9045, 3>
6936  L 9045 6936 <9044, 3> <9046, 4>
6937  L 9046 6937 <9045, 4> <9047, 5>
6938  L 9047 6938 <9046, 5> <9048, 5>
6939  L 9048 6939 <9047, 5> <9049, 6>
6941  L 9049 6941 <9048, 6> <9050, 5>
6942  L 9050 6942 <9049, 5> <9051, 5>
6944  L 9051 6944 <9050, 5> <9052, 5>
6945  L 9052 6945 <9051, 5> <9053, 3>
6947  L 9053 6947 <9052, 3> <9054, 1>
6948  L 9054 6948 <9053, 1> <9055, 1>
6950  L 9055 6950 <9054, 1> <9056, 2>
6951  L 9056 6951 <9055, 2> <9057, 4>
6953  L 9057 6953 <9056, 4> <9058, 6>
6954  L 9058 6954 <9057, 6> <9059, 6>
6955  L 9059 6955 <9058, 6> <9060, 4>
6956  L 9060 6956 <9059, 4> <9061, 3>
6957  L 9061 6957 <9060, 3> <9062, 6>
6958  L 9062 6958 <9061, 6> <9063, 3>
6959  L 9063 6959 <9062, 3> <9064, 2>
6960  L 9064 6960 <9063, 2> <9065, 1>
6961  L 9065 6961 <9064, 1> <9066, 2>
6962  L 9066 6962 <9065, 2> <9067, 3>
6963  L 9067 6963 <9066, 3> <9068, 2>
6965  L 9068 6965 <9067, 2> <9069, 4>
6966  L 9069 6966 <9068, 4> <9070, 5>
6968  L 9070 6968 <9069, 5> <9071, 1>
6970  L 9071 6970 <9070, 1> <9072, 2>
6972  L 9072 6972 <9071, 2> <9073, 4>
6973  L 9073 6973 <9072, 4> <9074, 6>
6975  L 9074 6975 <9073, 6> <9075, 1>
6977  L 9075 6977 <9074, 1> <9076, 2>
6978  L 9076 6978 <9075, 2> <9077, 4>
6980  L 9077 6980 <9076, 4> <9078, 3>
6981  L 9078 6981 <9077, 3> <9079, 2>
6982  L 9079 6982 <9078, 2> <9080, 2>
6984  L 9080 6984 <9079, 2> <9081, 2>
6986  L 9081 6986 <9080, 2> <9082, 4>
6987  L 9082 6987 <9081, 4> <9083, 5>
6988  L 9083 6988 <9082, 5> <9084, 6>
6989  L 9084 6989 <9083, 6> <9085, 4>
6990  L 9085 6990 <9084, 4> <9086, 1>
6991  L 9086 6991 <9085, 1> <9087, 4>
6993  L 9087 6993 <9086, 4> <9088, 5>
6995  L 9088 6995 <9087, 5> <9089, 1>
6997  L 9089 6997 <9088, 1> <9090, 5>
6999  L 9090 6999 <9089, 5> <9091, 3>
7001  L 9091 7001 <9090, 3> <9092, 1>
7003  L 9092 7003 <9091, 1> <9093, 4>
7005  L 9093 7005 <9092, 4> <9094, 2>
7007  L 9094 7007 <9093, 2> <9095, 3>
7008  L 9095 7008 <9094, 3> <9096, 2>
7010  L 9096 7010 <9095, 2> <9097, 2>
7011  L 9097 7011 <9096, 2> <9098, 3>
7013  L 9098 7013 <9097, 3> <9099, 3>
7014  L 9099 7014 <9098, 3> <9100, 1>
7016  L 9100 7016 <9099, 1> <9101, 5>
7018  L 9101 7018 <9100, 5> <9102, 4>
7019  L 9102 7019 <9101, 4> <9103, 2>
7020  L 9103 7020 <9102, 2> <9104, 1>
7022  L 9104 7022 <9103, 1> <9105, 5>
7023  L 9105 7023 <9104, 5> <9106, 6>
7025  L 9106 7025 <9105, 6> <9107, 2>
7026  L 9107 7026 <9106, 2> <9108, 4>
7028  L 9108 7028 <9107, 4> <9109, 2>
7030  L 9109 7030 <9108, 2> <9110, 2>
7031  L 9110 7031 <9109, 2> <9111, 3>
7033  L 9111 7033 <9110, 3> <9112, 3>
7035  L 9112 7035 <9111, 3> <9113, 4>
7036  L 9113 7036 <9112, 4> <9114, 4>
7037  L 9114 7037 <9113, 4> <9115, 4>
7039  L 9115 7039 <9114, 4> <9116, 3>
7040  L 9116 7040 <9115, 3> <9117, 4>
7041  L 9117 7041 <9116, 4> <9118, 3>
7042  L 9118 7042 <9117, 3> <9119, 5>
7043  L 9119 7043 <9118, 5> <9120, 1>
7045  L 9120 7045 <9119, 1> <9121, 3>
7047  L 9121 7047 <9120, 3> <9122, 2>
7048  L 9122 7048 <9121, 2> <9123, 4>
7049  L 9123 7049 <9122, 4> <9124, 3>
7051  L 9124 7051 <9123, 3> <9125, 3>
7052  L 9125 7052 <9124, 3> <9126, 3>
7053  L 9126 7053 <9125, 3> <9127, 3>
7054  L 9127 7054 <9126, 3> <9128, 2>
7055  L 9128 7055 <9127, 2> <9129, 2>
7056  L 9129 7056 <9128, 2> <9130, 3>
7058  L 9130 7058 <9129, 3> <9131, 5>
7060  L 9131 7060 <9130, 5> <9132, 4>
7061  L 9132 7061 <9131, 4> <9133, 4>
7063  L 9133 7063 <9132, 4> <9134, 3>
7064  L 9134 7064 <9133, 3> <9135, 4>
7065  L 9135 7065 <9134, 4> <9136, 5>
7066  L 9136 7066 <9135, 5> <9137, 1>
7067  L 9137 7067 <9136, 1> <9138, 5>
7068  L 9138 7068 <9137, 5> <9139, 5>
7069  L 9139 7069 <9138, 5> <9140, 5>
7071  L 9140 7071 <9139, 5> <9141, 3>
7072  L 9141 7072 <9140, 3> <9142, 5>
7074  L 9142 7074 <9141, 5> <9143, 6>
7076  L 9143 7076 <9142, 6> <9144, 5>
7077  L 9144 7077 <9143, 5> <9145, 3>
7078  L 9145 7078 <9144, 3> <9146, 3>
7079  L 9146 7079 <9145, 3> <9147, 4>
7080  L 9147 7080 <9146, 4> <9148, 2>
7081  L 9148 7081 <9147, 2> <9149, 3>
7083  L 9149 7083 <9148, 3> <9150, 5>
7084  L 9150 7084 <9149, 5> <9151, 4>
7086  L 9151 7086 <9150, 4> <9152, 2>
7088  L 9152 7088 <9151, 2> <9153, 6>
7089  L 9153 7089 <9152, 6> <9154, 3>
7090  L 9154 7090 <9153, 3> <9155, 4>
7092  L 9155 7092 <9154, 4> <9156, 3>
7094  L 9156 7094 <9155, 3> <9157, 4>
7095  L 9157 7095 <9156, 4> <9158, 1>
7096  L 9158 7096 <9157, 1> <9159, 3>
7097  L 9159 7097 <9158, 3> <9160, 3>
7098  L 9160 7098 <9159, 3> <9161, 3>
7099  L 9161 7099 <9160, 3> <9162, 2>
7100  L 9162 7100 <9161, 2> <9163, 2>
7102  L 9163 7102 <9162, 2> <9164, 4>
7103  L 9164 7103 <9163, 4> <9165, 3>
7105  L 9165 7105 <9164, 3> <9166, 6>
7107  L 9166 7107 <9165, 6> <9167, 5>
7109  L 9167 7109 <9166, 5> <9168, 3>
7110  L 9168 7110 <9167, 3> <9169, 3>
7111  L 9169 7111 <9168, 3> <9170, 3>
7113  L 9170 7113 <9169, 3> <9171, 5>
7114  L 9171 7114 <9170, 5> <9172, 4>
7115  L 9172 7115 <9171, 4> <9173, 4>
7117  L 9173 7117 <9172, 4> <9174, 1>
7118  L 9174 7118 <9173, 1> <9175, 6>
7119  L 9175 7119 <9174, 6> <9176, 1>
7121  L 9176 7121 <9175, 1> <9177, 6>
7122  L 9177 7122 <9176, 6> <9178, 1>
7124  L 9178 7124 <9177, 1> <9179, 5>
7125  L 9179 7125 <9178, 5> <9180, 5>
7127  L 9180 7127 <9179, 5> <9181, 4>
7128  L 9181 7128 <9180, 4> <9182, 1>
7129  L 9182 7129 <9181, 1> <9183, 4>
